disasterNumber,totalNumberIaApproved,totalAmountIhpApproved,totalAmountHaApproved,totalAmountOnaApproved,totalObligatedAmountPa,totalObligatedAmountCatAb,totalObligatedAmountCatC2g,paLoadDate,iaLoadDate,totalObligatedAmountHmgp,hash,lastRefresh,id
1258,,,,,9574047.21,1178287.29,8395759.92,2021-02-12T00:00:00.000Z,,2546649,8c3922f79ab2ebd0cae50e4d6338a758,2021-02-12T05:03:25.392Z,5aa2d583cb4f0f7020b17e82
1268,,,,,721979.29,43929.52,655398.71,2021-02-12T00:00:00.000Z,,120352,7d2bf39c7b4262fe2f3efaa075184c87,2021-02-12T03:43:14.500Z,5aa2d583cb4f0f7020b17e87
1241,,,,,,,,,,302741,cdb3511d86a8653c09a3f67907919323,2021-02-11T09:23:29.073Z,5aa2d583cb4f0f7020b17e8c
1265,,,,,6970269.48,2590192.47,4349918.09,2021-02-12T00:00:00.000Z,,1319820,c25f22e1468fd12ef68ebb4aa773116e,2021-02-12T03:43:14.500Z,5aa2d583cb4f0f7020b17e91
1247,,,,,611049043.19,210172543.92,400876499.27,2021-02-12T00:00:00.000Z,,220712228,22de51c57bb7d364d4e21caab329febd,2021-02-12T05:03:25.390Z,5aa2d583cb4f0f7020b17e96
1272,,,,,40588743.22,29892462.64,10342694.45,2021-02-12T00:00:00.000Z,,12665798,624252a7071dabc8d3867d6a62447131,2021-02-12T03:43:14.501Z,5aa2d583cb4f0f7020b17e9b
1243,,,,,3647893.61,2212669.86,1435223.75,2021-02-12T00:00:00.000Z,,580602,8bb1e61a351be7a7c4fa98c702766654,2021-02-12T05:03:25.389Z,5aa2d583cb4f0f7020b17e7f
1239,,,,,8225378.98,4219882.47,3961713.95,2021-02-12T00:00:00.000Z,,3887494,29f7883027bf1edb16133dd2c948a29b,2021-02-12T03:43:14.496Z,5aa2d583cb4f0f7020b17e84
1278,,,,,501235.42,20563.57,469397.28,2021-02-12T00:00:00.000Z,,113954,642de14614517e73f5bd9fbea6c1f523,2021-02-12T03:43:14.501Z,5aa2d583cb4f0f7020b17e89
1250,,,,,33075261.2,6459569.14,26615692.06,2021-02-12T00:00:00.000Z,,6689836,eda40fc9985e1a0740f2c950345ca5d2,2021-02-12T05:03:25.391Z,5aa2d583cb4f0f7020b17e8e
1275,,,,,5322523.58,2426827.39,2821849.55,2021-02-12T00:00:00.000Z,,853245,e4573ccaf674c731f8848de776b5e28d,2021-02-12T03:43:14.501Z,5aa2d583cb4f0f7020b17e93
1257,,,,,33279674.22,9756691.41,23183628.92,2021-02-12T00:00:00.000Z,,18906913,5805144155139a8ed6dddd04a9bccbb9,2021-02-12T03:43:14.500Z,5aa2d583cb4f0f7020b17e98
1285,,,,,518798.92,331705.11,182722.6,2021-02-12T00:00:00.000Z,,86350,711e3169e1ba59669f78bcf1fadeafc8,2021-02-12T03:43:14.502Z,5aa2d583cb4f0f7020b17e9d
1310,,,,,4680340.29,1386231.25,3245139.39,2021-02-12T00:00:00.000Z,,250405,4246ac9de3bd58d11a41ae4fc73c2eb2,2021-02-12T03:43:14.547Z,5aa2d583cb4f0f7020b17ea2
1335,,,,,31020492.12,4053927.92,26379603.98,2021-02-12T00:00:00.000Z,,2766765,9cd26e81a5fd91d4267dab5f36bf7026,2021-02-12T03:43:14.587Z,5aa2d583cb4f0f7020b17ea7
1282,,,,,10955690.74,1814403.47,8883933.06,2021-02-12T00:00:00.000Z,,2636499,f72a8b536b165eb6a7973c57a76e8e85,2021-02-12T03:43:14.501Z,5aa2d583cb4f0f7020b17eac
1256,,,,,,,,,,645473,7d53eee15b53d2fbe396168dae9130a1,2021-02-11T09:23:29.076Z,5aa2d583cb4f0f7020b17eb1
1263,,,,,1579219.78,113278.63,1465941.15,2021-02-12T00:00:00.000Z,,235411,0f89a4f69e9808ef1d6bc2c239ec7f3f,2021-02-12T05:03:25.393Z,5aa2d583cb4f0f7020b17e83
1273,,,,,3144097.57,2597610.34,546487.23,2021-02-12T00:00:00.000Z,,1764725,d164698df4c90236033074b0f136570e,2021-02-12T03:43:14.501Z,5aa2d583cb4f0f7020b17e88
1245,,,,,9530146.71,1888561.16,7641585.55,2021-02-12T00:00:00.000Z,,2204299,ecfd4d5e2427dcf1effcc79c22864967,2021-02-12T05:03:25.390Z,5aa2d583cb4f0f7020b17e8d
1270,,,,,,,,,,319783,246e7e7c0c22e30052c3017a7cbad2ab,2020-06-02T13:22:16.209Z,5aa2d583cb4f0f7020b17e92
1252,,,,,2022392.91,174832,1847560.91,2021-02-12T00:00:00.000Z,,286725,f46a6b95603c468baa6c771acd975cbc,2021-02-12T05:03:25.391Z,5aa2d583cb4f0f7020b17e97
1277,,,,,8534710.43,1862546.18,6422742.96,2021-02-12T00:00:00.000Z,,2449736,b9ce2a6729f8ced1f69ef64b5829e52e,2021-02-12T03:43:14.501Z,5aa2d583cb4f0f7020b17e9c
1305,,,,,594693.82,73108.21,521585.61,2021-02-12T00:00:00.000Z,,11345,35f659a67e0978d2c481ab3b9d175ddd,2021-02-12T03:43:14.539Z,5aa2d583cb4f0f7020b17ea1
1248,,,,,8565996.79,2159881.74,6406115.05,2021-02-12T00:00:00.000Z,,996958,74da77cf6a663db3d7f53943b33a0e65,2021-02-12T05:03:25.391Z,5aa2d583cb4f0f7020b17e80
1244,,,,,31274411.72,29707892.15,1566519.57,2021-02-12T00:00:00.000Z,,2801027,1ca6c625218c38e270e209177f245461,2021-02-12T05:03:25.390Z,5aa2d583cb4f0f7020b17e85
1283,,,,,11679939.6,3332720.86,8260184.09,2021-02-12T00:00:00.000Z,,2769144,bff4c6779ec5fba868ba2f35bd87689f,2021-02-12T03:43:14.501Z,5aa2d583cb4f0f7020b17e8a
1255,,,,,6183513.64,1401615.75,4781897.89,2021-02-12T00:00:00.000Z,,844215,812024393a26028d44c832e3806fff8a,2021-02-12T05:03:25.392Z,5aa2d583cb4f0f7020b17e8f
1280,,,,,801099.77,621063.41,162372.31,2021-02-12T00:00:00.000Z,,1152684,4bd651bdeb2e2579e2c749a26b488781,2021-02-12T03:43:14.501Z,5aa2d583cb4f0f7020b17e94
1262,,,,,15377362.84,4437805.23,10793815.08,2021-02-12T00:00:00.000Z,,1494499,96418e1c27ee94aa46bb95659c7a26de,2021-02-12T03:43:14.500Z,5aa2d583cb4f0f7020b17e99
1290,,,,,,,,,,200782,19a6b9001365416e48e57ffd21caeb07,2020-06-02T13:22:16.332Z,5aa2d583cb4f0f7020b17e9e
1315,,,,,2043473.79,1256195.35,847752.31,2021-02-12T00:00:00.000Z,,662973,43b11e7f5fbbfbca82789bb5c26eb697,2021-02-12T03:43:14.564Z,5aa2d583cb4f0f7020b17ea3
1340,,,,,,,,,,311009,0a48bd6d3ddf8e12d565d9f787d2e5d0,2020-06-02T13:22:16.494Z,5aa2d583cb4f0f7020b17ea8
1287,,,,,3704291.45,2689766.86,906909.42,2021-02-12T00:00:00.000Z,,3182052,0a741949233e4e052fa4a7ddde05e045,2021-02-12T03:43:14.502Z,5aa2d583cb4f0f7020b17ead
1261,,,,,5735788.21,2349946.79,3385841.42,2021-02-12T00:00:00.000Z,,1096729,a9ecabe82273da0a8fb64a3cabfb6872,2021-02-12T03:43:14.500Z,5aa2d583cb4f0f7020b17eb2
1253,,,,,12908455.45,494514.78,12413940.67,2021-02-12T00:00:00.000Z,,2116175,e554a5123f6fa0441af8f6e1b1839069,2021-02-12T05:03:25.391Z,5aa2d583cb4f0f7020b17e81
1249,,,,,112018620.58,44714863.89,67303756.69,2021-02-12T00:00:00.000Z,,15005046,3af9f8b9dc5eebdff79355450bf32a39,2021-02-12T05:03:25.391Z,5aa2d583cb4f0f7020b17e86
1288,,,,,7734889.99,727111.27,6928401.83,2021-02-12T00:00:00.000Z,,1359545,7a883d58cfaf406aa7693eea68603dc5,2021-02-12T03:43:14.502Z,5aa2d583cb4f0f7020b17e8b
1260,,,,,9863594,3896685.75,5833055.72,2021-02-12T00:00:00.000Z,,1875688,9f5fc8e7e5e745e075aa4ff91140b83c,2021-02-12T03:43:14.500Z,5aa2d583cb4f0f7020b17e90
1240,,,,,25888496.72,16028598.82,9859897.9,2021-02-12T00:00:00.000Z,,3479614,9895ae53a5d5c2910f6821dc0eaf3b51,2021-02-12T05:03:25.388Z,5aa2d583cb4f0f7020b17e95
1267,,,,,,,,,,2167204,525c526046e952d29a7d9dd7350e1720,2020-06-02T13:22:16.200Z,5aa2d583cb4f0f7020b17e9a
1295,,,,,38703382.74,17818465.28,20285139.28,2021-02-12T00:00:00.000Z,,9436261,23d9b757b2a73595176e9cf97cc50cdc,2021-02-12T03:43:14.531Z,5aa2d583cb4f0f7020b17e9f
1320,,,,,2820111.53,245508.68,2514961.75,2021-02-12T00:00:00.000Z,,420140,efb9f8ee0a22036901d48d58b4bf9c76,2021-02-12T03:43:14.573Z,5aa2d583cb4f0f7020b17ea4
1345,,,,,288481152.48,6632491.52,279844097.69,2021-02-12T00:00:00.000Z,,76656943,bbc0f327b04e7ac5a6a18dac389ce1a4,2021-02-12T03:43:14.611Z,5aa2d583cb4f0f7020b17ea9
1242,,,,,12933681.07,10532227.75,2401453.32,2021-02-12T00:00:00.000Z,,1514019,6075d08fbc7e50522dfada58cd93ed40,2021-02-12T05:03:25.389Z,5aa2d583cb4f0f7020b17eae
1266,,,,,7265330.4,4572203.46,2603875.52,2021-02-12T00:00:00.000Z,,3634575,dcffa838175ef5306618cd95bfe5df13,2021-02-12T03:43:14.500Z,5aa2d583cb4f0f7020b17eb3
1380,,,,,9040908.02,6082907.61,2964651.36,2021-02-12T00:00:00.000Z,,14135775,5ef50e0a9bd94339a136968e50ec4441,2021-02-12T03:43:14.649Z,5aa2d583cb4f0f7020b17eb8
1302,,,,,1875868.51,590763.4,1224126.36,2021-02-12T00:00:00.000Z,,107462,c8c2ea91b76e05942c67a9febe3e3d95,2021-02-12T03:43:14.536Z,5aa2d583cb4f0f7020b17ebd
1327,,,,,619592.3,274870.5,335828.76,2021-02-12T00:00:00.000Z,,343409,068de921abf97c334c47b63ec3dc2806,2021-02-12T03:43:14.580Z,5aa2d583cb4f0f7020b17ec2
1352,,,,,1085125.11,1085125.11,,2021-02-12T00:00:00.000Z,,192419,b56a177f1e4beff51a5ddbfaacde0a69,2021-02-12T03:43:14.615Z,5aa2d583cb4f0f7020b17ec7
1377,,,,,741930.23,9998.01,730615.2,2021-02-12T00:00:00.000Z,,113141,1c43c6614f152f8433a753ec8a7a6cda,2021-02-12T03:43:14.648Z,5aa2d583cb4f0f7020b17ecc
1402,,,,,45020240.33,19181030.22,25287060.53,2021-02-12T00:00:00.000Z,,6185233,d9a7614ae6f46058e9a6bf7e0a09362f,2021-02-12T03:43:14.662Z,5aa2d583cb4f0f7020b17ed1
1427,,,,,2193357.34,245479.87,1899767.97,2021-02-12T00:00:00.000Z,,1810224,f36d7e059ac54b1d9271ae38747e83cd,2021-02-12T03:43:14.710Z,5aa2d583cb4f0f7020b17ed6
1313,,,,,8726361.63,3164581.04,5580429.08,2021-02-12T00:00:00.000Z,,1311471,329d430ef5a4663ccf58f75224d64793,2021-02-12T03:43:14.563Z,5aa2d583cb4f0f7020b17edb
1338,,,,,297203.25,294142.3,3060.95,2021-02-12T00:00:00.000Z,,45256,4642d24ded497a49999081b46762615b,2021-02-12T03:43:14.606Z,5aa2d583cb4f0f7020b17ee0
1363,,,,,3019659.14,103814.9,2934328.57,2021-02-12T00:00:00.000Z,,431125,03cc2cb8c5af4a576137fec8521c6acd,2021-02-12T03:43:14.632Z,5aa2d583cb4f0f7020b17ee5
1370,,,,,36227572.27,8928827.59,27261029.27,2021-02-12T00:00:00.000Z,,5117141,71e50e1876750d34ac60e51978cefad2,2021-02-12T03:43:14.641Z,5aa2d583cb4f0f7020b17eb6
1330,,,,,1779885.95,156784.46,1615308.59,2021-02-12T00:00:00.000Z,,232618,3cc39544d694d9ad3fa04da45dcd61f7,2021-02-12T03:43:14.583Z,5aa2d583cb4f0f7020b17ea6
1292,,,,,298105794.06,143602692.89,150485207.39,2021-02-12T00:00:00.000Z,,67665966,1cc190661859772318ff285c412ec2b5,2021-02-12T03:43:14.529Z,5aa2d583cb4f0f7020b17ebb
1355,,,,,160002351.14,59324006.19,99573522.52,2021-02-12T00:00:00.000Z,,23968328,5c511abfea4a9f1c8a8c21f3e45557a0,2021-02-12T03:43:14.617Z,5aa2d583cb4f0f7020b17eab
1251,,,,,26156383.53,13194349,12962034.53,2021-02-12T00:00:00.000Z,,13298291,ff8ed2635c40cc23692a5eb8c3ba887a,2021-02-12T05:03:25.391Z,5aa2d583cb4f0f7020b17eb0
1317,,,,,3394920.15,1502165.83,1892754.32,2021-02-12T00:00:00.000Z,,438084,03845cf8b27a78f1ce57ebc99d07a9f4,2021-02-12T03:43:14.570Z,5aa2d583cb4f0f7020b17ec0
1365,,,,,2855252.63,22820.59,2871984.6,2021-02-12T00:00:00.000Z,,417677,6770536c3fbbbf9f4d8f74683d438105,2021-02-12T03:43:14.637Z,5aa2d583cb4f0f7020b17eb5
1342,,,,,,,,,,1000930,0406374fba47d21c13862d80039cf1b9,2020-06-02T13:22:16.500Z,5aa2d583cb4f0f7020b17ec5
1367,,,,,8618000.36,3601067.84,4689231.55,2021-02-12T00:00:00.000Z,,1876460,0314c847b798834c5ce6735a80f0ca8b,2021-02-12T03:43:14.638Z,5aa2d583cb4f0f7020b17eca
1300,,,,,34309695.49,16704381.41,17070710.07,2021-02-12T00:00:00.000Z,,3599288,3948a2b627f211f828172868aa7fa2e9,2021-02-12T03:43:14.535Z,5aa2d583cb4f0f7020b17ea0
1392,,,,,4938627.13,4905529.68,,2021-02-12T00:00:00.000Z,,1792038,09ac67c7087b256465b0919a302e3b8e,2021-02-12T03:43:14.656Z,5aa2d583cb4f0f7020b17ecf
1325,,,,,1354522.51,1343225.92,,2021-02-12T00:00:00.000Z,,98973,1b5d39783713ae3401f89901129ecddd,2021-02-12T03:43:14.578Z,5aa2d583cb4f0f7020b17ea5
1417,,,,,1509686.69,125487.68,1336211.76,2021-02-12T00:00:00.000Z,,218629,17157bcd0ab1586586ab67ac9ab8b1cc,2021-02-12T03:43:14.699Z,5aa2d583cb4f0f7020b17ed4
1350,,,,,2127262.15,22787.43,2097786.27,2021-02-12T00:00:00.000Z,,300092,eb767ddcb2062492ce6a845bf0200a05,2021-02-12T03:43:14.613Z,5aa2d583cb4f0f7020b17eaa
1303,,,,,5462529.93,1195275.68,4267254.25,2021-02-12T00:00:00.000Z,,1061424,31cc2c949140c3cb8bae6390d5fbc1d6,2021-02-12T03:43:14.537Z,5aa2d583cb4f0f7020b17ed9
1246,,,,,28957783.36,14984478.32,13973305.04,2021-02-12T00:00:00.000Z,,7197142,932ebd26db77f295d1277b272e538535,2021-02-12T05:03:25.390Z,5aa2d583cb4f0f7020b17eaf
1328,,,,,2551571.28,432319.67,2068700.53,2021-02-12T00:00:00.000Z,,888289,85fb37b72d33dfcc9c2987cfad4a2c09,2021-02-12T03:43:14.581Z,5aa2d583cb4f0f7020b17ede
1360,,,,,18209539.53,9579191.49,8903962.17,2021-02-12T00:00:00.000Z,,2730274,ad202367d777e50113f1bca96d89f3bb,2021-02-12T03:43:14.621Z,5aa2d583cb4f0f7020b17eb4
1353,,,,,817522.69,49651.86,765362.51,2021-02-12T00:00:00.000Z,,104509,cdc277f59599005260268b5938edec54,2021-02-12T03:43:14.615Z,5aa2d583cb4f0f7020b17ee3
1385,,,,,970883.22,776691.84,187695.22,2021-02-12T00:00:00.000Z,,136965,f8088246a3a42231e505c6b3ff3629e1,2021-02-12T03:43:14.652Z,5aa2d583cb4f0f7020b17eb9
1307,,,,,1010652.61,397663.92,612988.69,2021-02-12T00:00:00.000Z,,111961,ad8fa8789b61ab5e8885e31319947f3e,2021-02-12T03:43:14.541Z,5aa2d583cb4f0f7020b17ebe
1332,,,,,10905227.4,1145655.2,9726224.29,2021-02-12T00:00:00.000Z,,3154896,bdf874b7b05ec6b020234bcbb9697397,2021-02-12T03:43:14.585Z,5aa2d583cb4f0f7020b17ec3
1357,,,,,4294159.44,2918003.52,1386461.64,2021-02-12T00:00:00.000Z,,351225,d385429e2a21871206cca66bc70441ac,2021-02-12T03:43:14.618Z,5aa2d583cb4f0f7020b17ec8
1382,,,,,1776446.25,475268.17,1329092.51,2021-02-12T00:00:00.000Z,,0,d501b51a441486accdd90e8061fb779a,2021-02-12T03:43:14.651Z,5aa2d583cb4f0f7020b17ecd
1407,,,,,10952618.23,614423.27,10272253,2021-02-12T00:00:00.000Z,,2133460,4cc718e9e7e59a0477c10cc9a557fa43,2021-02-12T03:43:14.665Z,5aa2d583cb4f0f7020b17ed2
1293,,,,,19890308.77,8206956.08,11605641.68,2021-02-12T00:00:00.000Z,,4034816,f3f1386b423d265319673a5d3398af3c,2021-02-12T03:43:14.529Z,5aa2d583cb4f0f7020b17ed7
1375,,,,,5097818.74,480755.51,4573840.99,2021-02-12T00:00:00.000Z,,710833,77755b3fd4b3f234babd0e5988995541,2021-02-12T03:43:14.647Z,5aa2d583cb4f0f7020b17eb7
1318,,,,,13588960.08,13193223.02,451699.92,2021-02-12T00:00:00.000Z,,1454376,34df8f6467f19ae066b3b560ccf8d8ab,2021-02-12T03:43:14.571Z,5aa2d583cb4f0f7020b17edc
1297,,,,,3374929.57,413506.66,2970485.64,2021-02-12T00:00:00.000Z,,831368,a8e76b8f33e2e039652aa78f0a371b52,2021-02-12T03:43:14.533Z,5aa2d583cb4f0f7020b17ebc
1390,,,,,5935229.86,708833.51,5149869.54,2021-02-12T00:00:00.000Z,,914172,b017d248586713e7763a09f146a1c07b,2021-02-12T03:43:14.655Z,5aa2d583cb4f0f7020b17eba
1322,,,,,,,,,,305250,fddbfa427eebaacace85b0e25d5a2ff0,2020-06-02T13:22:16.377Z,5aa2d583cb4f0f7020b17ec1
1312,,,,,27368107.85,20690288.33,6631775.1,2021-02-12T00:00:00.000Z,,3453353,757ece500a2d279dc5c3ead9fe7c9e52,2021-02-12T03:43:14.559Z,5aa2d583cb4f0f7020b17ebf
1347,,,,,5616578.93,1514282.42,3706650.48,2021-02-12T00:00:00.000Z,,1343739,e77e65f69c6a6faf355658b50e2dcae0,2021-02-12T03:43:14.612Z,5aa2d583cb4f0f7020b17ec6
1337,,,,,4697327.57,2066492.47,2599444.42,2021-02-12T00:00:00.000Z,,782081,6a98f2c239733a48119c2d1db3f17f53,2021-02-12T03:43:14.606Z,5aa2d583cb4f0f7020b17ec4
1372,,,,,5147725.26,1542430.72,3033129.15,2021-02-12T00:00:00.000Z,,310644,d45d3337b11ebd387ba3191bfaa56138,2021-02-12T03:43:14.643Z,5aa2d583cb4f0f7020b17ecb
1362,,,,,4786803.73,4111602.56,675201.17,2021-02-12T00:00:00.000Z,,106606,00027b25ffc0e898c08e2bdac37275ae,2021-02-12T03:43:14.622Z,5aa2d583cb4f0f7020b17ec9
1397,,,,,2452457.07,53540.13,2138681.23,2021-02-12T00:00:00.000Z,,197626,bc66ff99d117c17cdb626a7667774f5e,2021-02-12T03:43:14.659Z,5aa2d583cb4f0f7020b17ed0
1387,,,,,3692932.67,356138.9,3187341.86,2021-02-12T00:00:00.000Z,,659897,63d87d8338c13a2d8b5039b81a727178,2021-02-12T03:43:14.653Z,5aa2d583cb4f0f7020b17ece
1422,,,,,1238463.33,736982.53,240606.03,2021-02-12T00:00:00.000Z,,831698,31823f0524a816321cbdf348c012ce2b,2021-02-12T03:43:14.706Z,5aa2d583cb4f0f7020b17ed5
1412,,,,,35299777.93,1386209.24,33708365.51,2021-02-12T00:00:00.000Z,,4988421,3e42b4245f51d5ca8c7ccbf95e109ec6,2021-02-12T03:43:14.681Z,5aa2d583cb4f0f7020b17ed3
1308,,,,,920741.26,21376.49,880889.25,2021-02-12T00:00:00.000Z,,136145,845703eed81d7fefafe345459c8acaff,2021-02-12T03:43:14.542Z,5aa2d583cb4f0f7020b17eda
1298,,,,,,,,,,195648,93a38b8d6328aa6a8fcbd0172869cc91,2020-06-02T13:22:16.345Z,5aa2d583cb4f0f7020b17ed8
1333,,,,,11738303.73,3906085.02,7676010.71,2021-02-12T00:00:00.000Z,,4661056,7c2af63b51c4eaa67a38eb961f948cf3,2021-02-12T03:43:14.586Z,5aa2d583cb4f0f7020b17edf
1323,,,,,3773011.29,2434987.46,1282012.04,2021-02-12T00:00:00.000Z,,556864,1d904f060494fafb8f9be63556991dc2,2021-02-12T03:43:14.576Z,5aa2d583cb4f0f7020b17edd
1358,,,,,727798.23,9329.08,703570.79,2021-02-12T00:00:00.000Z,,103931,efca3788c1395904d4627cd4a2d29176,2021-02-12T03:43:14.620Z,5aa2d583cb4f0f7020b17ee4
1348,,,,,4128414.91,564631.82,3220924.98,2021-02-12T00:00:00.000Z,,1154842,ace3c2f7b78d342aa0ddcbfb359bac2b,2021-02-12T03:43:14.612Z,5aa2d583cb4f0f7020b17ee2
1343,,,,,3340810.2,642795.32,2670809.27,2021-02-12T00:00:00.000Z,,346748,66017167eecf96ef725b62db9ad100c7,2021-02-12T03:43:14.609Z,5aa2d583cb4f0f7020b17ee1
1368,,,,,5964308.99,2663455.38,3341706.39,2021-02-12T00:00:00.000Z,,521140,cb2818eb78424372729f73150962fa61,2021-02-12T03:43:14.639Z,5aa2d583cb4f0f7020b17ee6
1395,,,,,1146338.86,516406.83,493589.53,2021-02-12T00:00:00.000Z,,244547,57a3731047ce6b6e55d174270ff5d8c3,2021-02-12T03:43:14.657Z,5aa2d583cb4f0f7020b17ee7
1405,,,,,4796806.64,1194355.67,3609871.51,2021-02-12T00:00:00.000Z,,752279,807255973d6e8e470d37fe36a4fa0cf5,2021-02-12T03:43:14.664Z,5aa2d583cb4f0f7020b17ee9
1420,,,,,5581544.94,561438.53,4781884.9,2021-02-12T00:00:00.000Z,,1122434,3d1cce76151b1b10dae20a70ab331543,2021-02-12T03:43:14.704Z,5aa2d583cb4f0f7020b17eec
1430,,,,,734518.39,202508.57,295399.76,2021-02-12T00:00:00.000Z,,105972,b396dddf6f897a5c7af9be32d8146385,2021-02-12T03:43:14.712Z,5aa2d583cb4f0f7020b17eee
1378,,,,,27714640.97,9528257.44,18283828.51,2021-02-12T00:00:00.000Z,,11061441,cccd88a58ba392cb46b0834d7ba3cbd4,2021-02-12T03:43:14.648Z,5aa2d583cb4f0f7020b17ef1
1388,,,,,11677354.07,457515.74,11164447.48,2021-02-12T00:00:00.000Z,,2023999,7bf983e618d407d7a318d71d25ccc744,2021-02-12T03:43:14.654Z,5aa2d583cb4f0f7020b17ef3
1403,,,,,43824367.31,34013640.27,9715546.9,2021-02-12T00:00:00.000Z,,6709061,11336d44fbe538ae1a43a620f2d03670,2021-02-12T03:43:14.663Z,5aa2d583cb4f0f7020b17ef6
1413,,,,,4906653.82,415565.69,4321699.99,2021-02-12T00:00:00.000Z,,771719,2d8be733ecc9f0eb908960c04087fe61,2021-02-12T03:43:14.682Z,5aa2d583cb4f0f7020b17ef8
1428,,,,,1788583.65,44429.26,1744454.58,2021-02-12T00:00:00.000Z,,237017,64ccc1d566bbfff248d87084e2555a17,2021-02-12T03:43:14.711Z,5aa2d583cb4f0f7020b17efb
1438,,,,,2745985.95,1232950.3,1488362.08,2021-02-12T00:00:00.000Z,,716877,8de4a76be3e66f7eec9be4f822c011f9,2021-02-12T03:43:14.719Z,5aa2d583cb4f0f7020b17efd
1400,,,,,2225170.96,85726.8,2165746.79,2021-02-12T00:00:00.000Z,,105414,6329d44b790fd92f690af13bee378ad8,2021-02-12T03:43:14.661Z,5aa2d583cb4f0f7020b17ee8
1274,,,,,1525086.7,1060865.15,587622.94,2021-02-12T00:00:00.000Z,,778869,05e01551cfa2260f05e1342fcce8a204,2021-02-12T03:43:14.501Z,5aa2d583cb4f0f7020b17f02
1425,,,,,27960004.15,3632120.14,23910060.19,2021-02-12T00:00:00.000Z,,10058379,99ec7efa46b42921fea21f306a128694,2021-02-12T03:43:14.709Z,5aa2d583cb4f0f7020b17eed
1299,,,,,20544924.45,13046343.17,7178637.83,2021-02-12T00:00:00.000Z,,6074584,37cb300ba7ad88b812c89baf82389352,2021-02-12T03:43:14.534Z,5aa2d583cb4f0f7020b17f07
1383,,,,,6689724.02,777194.42,5803267.17,2021-02-12T00:00:00.000Z,,1800672,1a372281eef4664946481b11e74fb445,2021-02-12T03:43:14.651Z,5aa2d583cb4f0f7020b17ef2
1324,,,,,10907868.92,10902315.84,-40533.34,2021-02-12T00:00:00.000Z,,1613748,75c64875fb827742143d137ad06b390b,2021-02-12T03:43:14.577Z,5aa2d583cb4f0f7020b17f0c
1349,,,,,2838615.94,94167.46,2564548.23,2021-02-12T00:00:00.000Z,,538400,539629719b18136df6a42dde0361cadc,2021-02-12T03:43:14.613Z,5aa2d583cb4f0f7020b17f11
1408,,,,,7698001.21,386876.08,7231737.88,2021-02-12T00:00:00.000Z,,1252681,5d1470ebb7a8201084b276bf9302a81a,2021-02-12T03:43:14.666Z,5aa2d583cb4f0f7020b17ef7
1374,,,,,4621871.5,30085.44,4645199.75,2021-02-12T00:00:00.000Z,,492411,83df274d8f5f28232053f90287ba831a,2021-02-12T03:43:14.645Z,5aa2d583cb4f0f7020b17f16
1433,,,,,3579584.09,2860877.17,752887.3,2021-02-12T00:00:00.000Z,,624820,75aee384d8493a429949149bf3065cc3,2021-02-12T03:43:14.714Z,5aa2d583cb4f0f7020b17efc
1399,,,,,2343447.82,1538493.06,804954.76,2021-02-12T00:00:00.000Z,,484316,e870e4b53d2783e1e2bf2a542bfe1295,2021-02-12T03:43:14.661Z,5aa2d583cb4f0f7020b17f1b
1269,,,,,1737569.4,898066.5,810242.78,2021-02-12T00:00:00.000Z,,1037030,6ab2c13f0ed6c73ec8e8d4e4289d2a80,2021-02-12T03:43:14.500Z,5aa2d583cb4f0f7020b17f01
1281,,,,,4736115,429615.84,4190877.14,2021-02-12T00:00:00.000Z,,704930,e83b54ddada9539c87dcbdf1bcfac2cc,2021-02-12T03:43:14.501Z,5aa2d583cb4f0f7020b17f20
1294,,,,,10347269.34,4079425.04,5840828.95,2021-02-12T00:00:00.000Z,,4277685,2362b7c4dcad034554c4764811f322dd,2021-02-12T03:43:14.530Z,5aa2d583cb4f0f7020b17f06
1306,,,,,106261560.28,32644798.12,72246572.61,2021-02-12T00:00:00.000Z,,21423043,ac5d762da11b97d3688b667a37286044,2021-02-12T03:43:14.539Z,5aa2d583cb4f0f7020b17f25
1319,,,,,5134082.94,329668.71,4780114.36,2021-02-12T00:00:00.000Z,,1289906,020b8dfb01336ec2fe07a7e59300d3aa,2021-02-12T03:43:14.572Z,5aa2d583cb4f0f7020b17f0b
1331,,,,,3700015.29,1268492.29,2364988.67,2021-02-12T00:00:00.000Z,,449273,008efe2a5c4d7a4865151f65dd96711e,2021-02-12T03:43:14.584Z,5aa2d583cb4f0f7020b17f2a
1344,,,,,18565928.96,527841.99,17408770.89,2021-02-12T00:00:00.000Z,,1922332,482a63dcbf508e3f4ee7205afc2a64b0,2021-02-12T03:43:14.610Z,5aa2d583cb4f0f7020b17f10
1356,,,,,39711803.79,24308976.34,15313037.01,2021-02-12T00:00:00.000Z,,4438038,1a70d3f90f28d8c7c85dd11ce7ccc93d,2021-02-12T03:43:14.618Z,5aa2d583cb4f0f7020b17f2f
1369,,,,,19743137.17,11692409.39,8072012.75,2021-02-12T00:00:00.000Z,,3344251,8cd131a2cc05c646864ddf4ca200eb12,2021-02-12T03:43:14.640Z,5aa2d583cb4f0f7020b17f15
1381,,,,,14683135.02,2171960.59,11970103.49,2021-02-12T00:00:00.000Z,,4038077,5dd9ba2c3de8320c0af8f783eb3404b6,2021-02-12T03:43:14.650Z,5aa2d583cb4f0f7020b17f34
