disasterNumber,totalNumberIaApproved,totalAmountIhpApproved,totalAmountHaApproved,totalAmountOnaApproved,totalObligatedAmountPa,totalObligatedAmountCatAb,totalObligatedAmountCatC2g,paLoadDate,iaLoadDate,totalObligatedAmountHmgp,hash,lastRefresh,id
1613,,,,,11822936.68,3246580.74,8117140.1,2021-02-12T00:00:00.000Z,,622180,2a0f21316b89da1736ecc1fb63e42341,2021-02-12T03:43:14.878Z,5aa2d584cb4f0f7020b18002
1638,,,,,4911052.76,390469.01,4427814.47,2021-02-12T00:00:00.000Z,,238076,cf6b83a58732f75f9bd4e9588d4dcaf5,2021-02-12T03:43:14.902Z,5aa2d584cb4f0f7020b18007
1658,1972,4604303.23,3601405.13,1002898.1,7092979.92,4064041.31,2978902.66,2021-02-12T00:00:00.000Z,2021-02-12T00:00:00.000Z,843339,ba5c88db17fcacedb4d14dae0134af9a,2021-02-12T06:03:25.791Z,5aa2d584cb4f0f7020b17fed
1683,,,,,5095726.19,1278165.2,3845431.28,2021-02-12T00:00:00.000Z,,893692,dc5c188e1a4641c253287d8cfd9a7283,2021-02-12T03:43:14.947Z,5aa2d584cb4f0f7020b17ff2
1619,,,,,3698478.5,840787.72,2905365.21,2021-02-12T00:00:00.000Z,,127399,644e3ac3c7a6bd779d236a5f8cb516e4,2021-02-12T03:43:14.883Z,5aa2d584cb4f0f7020b17ff7
1645,,,,,7378304.78,1365272.14,5411784.82,2021-02-12T00:00:00.000Z,,373069,9b4feca68fb19393898e27045acca052,2021-02-12T03:43:14.907Z,5aa2d584cb4f0f7020b17ffc
1608,,,,,16887658.78,2576090.16,13835477.53,2021-02-12T00:00:00.000Z,,341998,e8498d0be6641727e5ec79485631243a,2021-02-12T03:43:14.875Z,5aa2d584cb4f0f7020b18001
1633,515,1067253.81,632984.92,434268.89,10198573.49,2500610.61,8553586.84,2021-02-12T00:00:00.000Z,2021-02-12T00:00:00.000Z,751110,f2be43a1d816c9c729bd55c8089ff07c,2021-02-12T06:03:25.769Z,5aa2d584cb4f0f7020b18006
1713,,,,,2939821.65,295753.63,2178656.38,2021-02-12T00:00:00.000Z,,345661,0f5782a2cc1f73f8a16fcc55d1066d3e,2021-02-12T03:43:14.983Z,5aa2d584cb4f0f7020b18009
1718,1200,5648799.17,4579273.47,1069525.7,15871568.64,883626.61,14840653.64,2021-02-12T00:00:00.000Z,2021-02-12T00:00:00.000Z,1581929,2b2127df6bddd2824c15ed436073c58b,2021-02-12T06:03:25.842Z,5aa2d584cb4f0f7020b1800a
1655,,,,,7144503.13,1485639.3,4938085.92,2021-02-12T00:00:00.000Z,,307609,6417749a00cdf945cf9e63ed971d5542,2021-02-12T03:43:14.915Z,5aa2d584cb4f0f7020b1800e
1660,,,,,11017682.13,2311503.82,8555708.76,2021-02-12T00:00:00.000Z,,1123094,4f141f306afb57547edd29963dca5190,2021-02-12T03:43:14.919Z,5aa2d584cb4f0f7020b1800f
1680,132,943028.88,798183.02,144845.86,,,,,2021-02-12T00:00:00.000Z,238501,acfa44016bba93a338fe30ab80095e5e,2021-02-12T06:03:25.814Z,5aa2d584cb4f0f7020b18013
1685,268,862378,699848.72,162529.28,,,,,2021-02-12T00:00:00.000Z,0,6b6350cf2ec072e141d279ea08c3048f,2021-02-12T06:03:25.819Z,5aa2d584cb4f0f7020b18014
1710,,,,,12737075.85,3566927.67,7420102.25,2021-02-12T00:00:00.000Z,,1857348,e75c508c37d9c6ca944cafddd80a6541,2021-02-12T03:43:14.981Z,5aa2d584cb4f0f7020b18019
1705,979,2518434.46,2301656.2,216778.26,12175172.49,670897.94,11293748.08,2021-02-12T00:00:00.000Z,2021-02-12T00:00:00.000Z,2957925,84e3caf9b695a759eddf4c19f149d7ec,2021-02-12T06:03:25.834Z,5aa2d584cb4f0f7020b18018
1730,767,4461751.16,3627169.48,834581.68,,,,,2021-02-12T00:00:00.000Z,454660,d508253803841f866167aa1c4f707277,2021-02-12T06:03:25.850Z,5aa2d584cb4f0f7020b1801d
1735,,,,,98996546.81,66157314.78,29980755.51,2021-02-12T00:00:00.000Z,,9834760,193bcee8917c7ec64dbe46299f680229,2021-02-12T03:43:14.998Z,5aa2d584cb4f0f7020b1801e
1659,570,1734450.72,1077205.11,657245.61,32673168.62,5635097.89,26358472.57,2021-02-12T00:00:00.000Z,2021-02-12T00:00:00.000Z,37359,01d45fdb9a37898ee41829f72791a782,2021-02-12T06:03:25.791Z,5aa2d584cb4f0f7020b18022
1723,,,,,1295072.88,79665.35,1181170.23,2021-02-12T00:00:00.000Z,,61821,550a426c2f8752d9c4dac82289b6fbdb,2021-02-12T03:43:14.989Z,5aa2d584cb4f0f7020b1800b
1684,,,,,10083964.13,1480899.87,8556389.45,2021-02-12T00:00:00.000Z,,1209775,9c4e3daff56bcbf8bd51e7a138863ad4,2021-02-12T03:43:14.948Z,5aa2d584cb4f0f7020b18027
1709,6103,25681950.62,20738900.84,4943049.78,64991768.07,5013808.21,59366574.49,2021-02-12T00:00:00.000Z,2021-02-12T00:00:00.000Z,8707734,59fb8cb044b0932ae0f4bc9654d19e13,2021-02-12T06:03:25.836Z,5aa2d584cb4f0f7020b1802c
1665,8173,9121209.04,6373884.58,2747324.46,112329438.73,107788894.78,2005515.19,2021-02-12T00:00:00.000Z,2021-02-12T00:00:00.000Z,7291700,dceb1d1b6e56d27619f31be9d6bbe489,2021-02-12T06:03:25.795Z,5aa2d584cb4f0f7020b18010
1734,4020,21160441.15,17930951.94,3229489.21,61527663.34,14811421.52,44223393.44,2021-02-12T00:00:00.000Z,2021-02-12T00:00:00.000Z,9535992,3f640be2f63377803e6755b682a3801c,2021-02-12T06:03:25.854Z,5aa2d584cb4f0f7020b18031
1690,201,916208.97,706944.53,209264.44,,,,,2021-02-12T00:00:00.000Z,0,6a9e27e63ef248779a588ff21a2e189c,2021-02-12T06:03:25.823Z,5aa2d584cb4f0f7020b18015
1605,55830,128278244.61,90412186.66,37866057.95,118841849.02,51144382.5,64892845.78,2021-02-12T00:00:00.000Z,2021-02-12T00:00:00.000Z,63813775.09,1cf2d26c7471318f43608e81faa083dc,2021-02-12T06:03:25.750Z,5aa2d584cb4f0f7020b18036
1715,,,,,4905985.03,201407.7,4743733.31,2021-02-12T00:00:00.000Z,,620770,ee2c62699cda7120b83bc77cba2c1d1e,2021-02-12T03:43:14.984Z,5aa2d584cb4f0f7020b1801a
1630,,,,,1106062.86,74669.15,982516.64,2021-02-12T00:00:00.000Z,,138344,e1c5d9f5d023517265fbf1847fa0ca4b,2021-02-12T03:43:14.896Z,5aa2d584cb4f0f7020b1803b
1644,581,1013205.06,934193.09,79011.97,3764478.02,499112.39,3298125.88,2021-02-12T00:00:00.000Z,2021-02-12T00:00:00.000Z,85895,548b7cf9d753fb1cb2736b324adf93d9,2021-02-12T06:03:25.776Z,5aa2d584cb4f0f7020b1801f
1656,4015,9412548.07,8152005.28,1260542.79,7435852.31,1409408.52,6040207.37,2021-02-12T00:00:00.000Z,2021-02-12T00:00:00.000Z,2797299,24cbab41d72eae0311277d1a4f88eb99,2021-02-12T06:03:25.787Z,5aa2d584cb4f0f7020b18040
1669,,,,,9244257.84,1454023.1,7450873.21,2021-02-12T00:00:00.000Z,,1055799,b25bb2956dfb6640fb2bd1adea1838bc,2021-02-12T03:43:14.937Z,5aa2d584cb4f0f7020b18024
1681,,,,,21894005.83,12401650.88,9709104.75,2021-02-12T00:00:00.000Z,,2866338,a7c09ac43850245bbf2289410ab97c91,2021-02-12T03:43:14.946Z,5aa2d584cb4f0f7020b18045
1694,9850,18821508.61,15919488.9,2902019.71,18376605.51,10209897.79,7543513.67,2021-02-12T00:00:00.000Z,2021-02-12T00:00:00.000Z,4954462,64a262f5160b28d882acc293e1b0f0a6,2021-02-12T06:03:25.826Z,5aa2d584cb4f0f7020b18029
1706,,,,,6109252.52,362549.23,5718317.04,2021-02-12T00:00:00.000Z,,831281,abb8668f73ca1d3c12b34f14147a6665,2021-02-12T03:43:14.979Z,5aa2d584cb4f0f7020b1804a
1719,3027,8012383.98,7512653.08,499730.9,10250604.99,1741864.87,8492034.94,2021-02-12T00:00:00.000Z,2021-02-12T00:00:00.000Z,3247237,4c02c3b6bcf306c54d658c4eb78cb36a,2021-02-12T06:03:25.842Z,5aa2d584cb4f0f7020b1802e
1731,2016,14938068.56,10900944.96,4037123.6,139782677.4,129969609.41,6686179.13,2021-02-12T00:00:00.000Z,2021-02-12T00:00:00.000Z,40926047.04,e81d1e3f7fdaea01935d967473229d0a,2021-02-12T06:03:25.851Z,5aa2d584cb4f0f7020b1804f
1590,,,,,1688473.78,79841.55,1608632.23,2021-02-12T00:00:00.000Z,,0,e62d3f6fed339b073d1603adc7c0848f,2021-02-12T03:43:14.864Z,5aa2d584cb4f0f7020b18033
1601,,,,,2865304.42,2825868.68,81304.2,2021-02-12T00:00:00.000Z,,200225,592e46df8252f29ae18c91929f880fb2,2021-02-12T03:43:14.870Z,5aa2d584cb4f0f7020b18054
1615,,,,,8128420.53,553279.69,7427977.19,2021-02-12T00:00:00.000Z,,0,e2ed60b706cfbee8b7e465aed0b5d854,2021-02-12T03:43:14.880Z,5aa2d584cb4f0f7020b18038
1641,,,,,6585337.32,1020157.17,5058677.43,2021-02-12T00:00:00.000Z,,657887,29c09e94002bcd3bb60e7ac4a1d09975,2021-02-12T03:43:14.905Z,5aa2d584cb4f0f7020b1803d
1666,,,,,3058863.94,3025216.69,0,2021-02-12T00:00:00.000Z,,339901,9342a6f6f1edf2d7af27555108b53cf1,2021-02-12T03:43:14.935Z,5aa2d584cb4f0f7020b18042
1691,,,,,1241633.57,62621.91,1202083.38,2021-02-12T00:00:00.000Z,,186168,8356296c1326a35df6c225a07b79330f,2021-02-12T03:43:14.966Z,5aa2d584cb4f0f7020b18047
1716,,,,,1665070.31,99059.76,1593604.14,2021-02-12T00:00:00.000Z,,149208,21ed75420e1a6e89d14217c1a1e1d0c2,2021-02-12T03:43:14.985Z,5aa2d584cb4f0f7020b1804c
1586,,,,,9765372.17,556544.92,9057235.95,2021-02-12T00:00:00.000Z,,91326,b45e91b6a896bf9deda6b41decaba2d4,2021-02-12T03:43:14.861Z,5aa2d584cb4f0f7020b18051
1708,572,2428002.26,2213415.22,214587.04,7642999.09,1142606.34,6457306.31,2021-02-12T00:00:00.000Z,2021-02-12T00:00:00.000Z,456511,5321de119e11f55b0faf5d72345c35fe,2021-02-12T06:03:25.835Z,5aa2d584cb4f0f7020b18008
1650,9309,31528398.09,24766553.19,6761844.9,218223745.72,29227725.38,175708680.05,2021-02-12T00:00:00.000Z,2021-02-12T00:00:00.000Z,10584690,9e71e499dad1517636a65946f185acd1,2021-02-12T06:03:25.782Z,5aa2d584cb4f0f7020b1800d
1675,,,,,240543859.57,2159373.67,237654268.12,2021-02-12T00:00:00.000Z,,32870167,b3ea2ea062263bc707c940d02adbc440,2021-02-12T03:43:14.943Z,5aa2d584cb4f0f7020b18012
1700,1443,2613838.46,2492287.94,121550.52,4843030.23,720243.04,4182022.67,2021-02-12T00:00:00.000Z,2021-02-12T00:00:00.000Z,660034,dd5784e5c5ced0b66dc186661d48326d,2021-02-12T06:03:25.830Z,5aa2d584cb4f0f7020b18017
1725,,,,,719520.31,15794.82,707202.55,2021-02-12T00:00:00.000Z,,3954,e80d28813420748b6a09b3dee4fc5c5b,2021-02-12T03:43:14.991Z,5aa2d584cb4f0f7020b1801c
1654,,,,,534107.74,99138.55,441779.67,2021-02-12T00:00:00.000Z,,53347,99455af40b6e665cab1cff58667b1bb8,2021-02-12T03:43:14.914Z,5aa2d584cb4f0f7020b18021
1679,531,3655288.86,3024688.43,630600.43,10508259.57,7868673.32,2374495.13,2021-02-12T00:00:00.000Z,2021-02-12T00:00:00.000Z,2327370,f8047c4833ba555747f9f2acb42a87fc,2021-02-12T06:03:25.813Z,5aa2d584cb4f0f7020b18026
1728,,,,,5571824.46,107254.64,5450630.59,2021-02-12T00:00:00.000Z,,313396,feef483f1b030f5363c5d9149fbdc3e7,2021-02-12T03:43:14.993Z,5aa2d584cb4f0f7020b1800c
1704,,,,,592556.62,57543.51,547536.61,2021-02-12T00:00:00.000Z,,31532,4c0fe1b76d90789d620e080a2f32fb33,2021-02-12T03:43:14.977Z,5aa2d584cb4f0f7020b1802b
1670,937,2979765.22,2744484.82,235280.4,30215066.75,1842018.13,24695916.93,2021-02-12T00:00:00.000Z,2021-02-12T00:00:00.000Z,0,5386f38ff5de18a67cecb1ce8fb5e359,2021-02-12T06:03:25.807Z,5aa2d584cb4f0f7020b18011
1729,1499,4468107.41,4026708.01,441399.4,16677630.18,14497502.65,2274835.58,2021-02-12T00:00:00.000Z,2021-02-12T00:00:00.000Z,2708300,64f9bf53ca2d8e2bf70b526cf503de24,2021-02-12T06:03:25.849Z,5aa2d584cb4f0f7020b18030
1695,1202,3509042.32,3208483.04,300559.28,23206738.62,2966351.43,20372449.16,2021-02-12T00:00:00.000Z,2021-02-12T00:00:00.000Z,3622962,0723bc379f504120e2a327967806f807,2021-02-12T06:03:25.827Z,5aa2d584cb4f0f7020b18016
1664,2635,9498514.38,9442754.21,55760.17,19838915.11,2239902.15,16067025.74,2021-02-12T00:00:00.000Z,2021-02-12T00:00:00.000Z,1660378,aecde814ddb4d57c33ea106e103bd4d8,2021-02-12T06:03:25.794Z,5aa2d584cb4f0f7020b18023
1720,5495,18462462.78,15067072.08,3395390.7,10749431.03,3361846.43,7358453.32,2021-02-12T00:00:00.000Z,2021-02-12T00:00:00.000Z,4523515,ddab186ec72e3ffde71fc99c1b2ab70d,2021-02-12T06:03:25.843Z,5aa2d584cb4f0f7020b1801b
1689,,,,,,,,,,1141292,2b539ebd5a7601de3737c415108374b9,2020-06-02T13:22:17.674Z,5aa2d584cb4f0f7020b18028
1649,8144,20691866.81,17761717.66,2930149.15,83099595.01,10974939.6,71652052.96,2021-02-12T00:00:00.000Z,2021-02-12T00:00:00.000Z,5503215,747f913aca1277758627eb3bcaf59664,2021-02-12T06:03:25.781Z,5aa2d584cb4f0f7020b18020
1714,,,,,2306258.82,75893.92,2223734.18,2021-02-12T00:00:00.000Z,,27051,476f2fb4709bb467f575598dcd543369,2021-02-12T03:43:14.984Z,5aa2d584cb4f0f7020b1802d
1585,,,,,77765373.82,21740284.62,53645033.32,2021-02-12T00:00:00.000Z,,3238180,a1ebb1df3020012ff5f4a9068f59375c,2021-02-12T03:43:14.860Z,5aa2d584cb4f0f7020b18032
1674,,,,,124357843.32,4764531.32,119436182.08,2021-02-12T00:00:00.000Z,,17408694,43e264a7eb196c42a3c5c4374e173e17,2021-02-12T03:43:14.941Z,5aa2d584cb4f0f7020b18025
1610,379,1102655.35,899448.72,203206.63,12314320.29,2980911.52,9342296.65,2021-02-12T00:00:00.000Z,2021-02-12T00:00:00.000Z,958210,a0adaec5a5f7c06b5b8c4f155e03e75a,2021-02-12T06:03:25.754Z,5aa2d584cb4f0f7020b18037
1699,2777,9846774.22,8178988.91,1667785.31,88439351.38,11507911.04,75731892.09,2021-02-12T00:00:00.000Z,2021-02-12T00:00:00.000Z,11181858,9d893f2725a08fad7b69e036d5defa19,2021-02-12T06:03:25.829Z,5aa2d584cb4f0f7020b1802a
1635,756,2611696.48,1480688.19,1131008.29,16319372.8,5473768.33,10809863.84,2021-02-12T00:00:00.000Z,2021-02-12T00:00:00.000Z,3075208,a89edfde03ddd3cd4a42ec71aa12e0e2,2021-02-12T06:03:25.770Z,5aa2d584cb4f0f7020b1803c
1724,2000,5101498.73,4314722.41,786776.32,,,,,2021-02-12T00:00:00.000Z,243792,bb91f51286fc71c412c89320de208291,2021-02-12T06:03:25.846Z,5aa2d584cb4f0f7020b1802f
1661,,,,,37319126.81,13118437.56,21598221.43,2021-02-12T00:00:00.000Z,,1713943,4b5e298b6b1800cad44bef778db04aa1,2021-02-12T03:43:14.921Z,5aa2d584cb4f0f7020b18041
1595,21150,21564056.01,6644116.97,14919939.04,197902127.28,118790208.11,74215141,2021-02-12T00:00:00.000Z,2021-02-12T00:00:00.000Z,11497847,bfca976d9912d99e34e66508290df1ff,2021-02-12T06:03:25.743Z,5aa2d584cb4f0f7020b18034
1686,313,1354036.12,906501.94,447534.18,50808150.05,29983464.9,20449721.81,2021-02-12T00:00:00.000Z,2021-02-12T00:00:00.000Z,8877853,fa4997db43614f2130efbd318f49ccfd,2021-02-12T06:03:25.820Z,5aa2d584cb4f0f7020b18046
1620,,,,,24647039.99,1951932.35,22639395.87,2021-02-12T00:00:00.000Z,,1607048,901321757744b01681a8823120173f87,2021-02-12T03:43:14.885Z,5aa2d584cb4f0f7020b18039
1711,2272,18925702.89,15020214.63,3905488.26,31811618.94,3468315.72,27390490.69,2021-02-12T00:00:00.000Z,2021-02-12T00:00:00.000Z,1038831,a5837b78798529746316d1188521de60,2021-02-12T06:03:25.837Z,5aa2d584cb4f0f7020b1804b
1646,,,,,35359079.9,5348080.36,27584939.92,2021-02-12T00:00:00.000Z,,1394670,9e4115efa6c61e24ad92de21b7b6e180,2021-02-12T03:43:14.907Z,5aa2d584cb4f0f7020b1803e
1736,,,,,24948123.75,17434937.19,7315053.96,2021-02-12T00:00:00.000Z,,2137722,bae76a999ec887ad4d448180f06420b1,2021-02-12T03:43:14.999Z,5aa2d584cb4f0f7020b18050
1600,,,,,3444836.86,444730.93,2949222.67,2021-02-12T00:00:00.000Z,,178200,864d4583aad89ff9984d219eed1fcabe,2021-02-12T03:43:14.869Z,5aa2d584cb4f0f7020b18035
1671,1012,5388213.23,4388471.79,999741.44,29444990.96,6411805.81,21547447.44,2021-02-12T00:00:00.000Z,2021-02-12T00:00:00.000Z,4299208,1ffb9af9f9777034b875bf33857e3d2d,2021-02-12T06:03:25.808Z,5aa2d584cb4f0f7020b18043
1625,,,,,11286153.18,8641038.55,2584295.94,2021-02-12T00:00:00.000Z,,632542,22d88773be1e2d35e88e0d37c4cfe347,2021-02-12T03:43:14.889Z,5aa2d584cb4f0f7020b1803a
1696,,,,,6708634.83,615680.44,6086077.94,2021-02-12T00:00:00.000Z,,877049,fa510606bfa53a696407ceba424e15e9,2021-02-12T03:43:14.971Z,5aa2d584cb4f0f7020b18048
1651,5790,8830355.16,7477482.29,1352872.87,,,,,2021-02-12T00:00:00.000Z,1685290,abf7c4e69fc72bc8749717eb58df9c88,2021-02-12T06:03:25.784Z,5aa2d584cb4f0f7020b1803f
1721,,,,,1315541.44,47053.28,1265438.28,2021-02-12T00:00:00.000Z,,0,d967d44154a0ed0f9473ec27fe3235b1,2021-02-12T03:43:14.988Z,5aa2d584cb4f0f7020b1804d
1676,,,,,106468427.8,50424683.6,55998359.05,2021-02-12T00:00:00.000Z,,16724761,5a48058ccc96edde95519369136ce947,2021-02-12T03:43:14.943Z,5aa2d584cb4f0f7020b18044
1591,,,,,6969403.65,175399.76,6837654.19,2021-02-12T00:00:00.000Z,,456544,295c24de492b636ace7e6ad34c644c41,2021-02-12T03:43:14.865Z,5aa2d584cb4f0f7020b18052
1701,,,,,8293666.78,1640046.85,6654062.84,2021-02-12T00:00:00.000Z,,439600,e3f752fbe9861c91b891fe2827a13abc,2021-02-12T03:43:14.975Z,5aa2d584cb4f0f7020b18049
1726,58,432005.4,306633.18,125372.22,7797703.29,1964642.09,5559105.07,2021-02-12T00:00:00.000Z,2021-02-12T00:00:00.000Z,1248152,d36d1dc8323801d369e89b4f799cc7e2,2021-02-12T06:03:25.847Z,5aa2d584cb4f0f7020b1804e
1596,,,,,677994.86,78147.32,592788.77,2021-02-12T00:00:00.000Z,,4671,1e03dfac16881143e662ac24bc3412fb,2021-02-12T03:43:14.868Z,5aa2d584cb4f0f7020b18053
1611,,,,,1046674.03,464017.15,528666.83,2021-02-12T00:00:00.000Z,,68814,f148cbf9ccdfebc5758611ffb4100498,2021-02-12T03:43:14.877Z,5aa2d584cb4f0f7020b18057
1616,,,,,1990803.15,732682.59,1200401.24,2021-02-12T00:00:00.000Z,,111586,645d5de2c045b159089a00748f5fa6ff,2021-02-12T03:43:14.880Z,5aa2d584cb4f0f7020b18058
1636,346,1230390.88,755400.93,474989.95,2286579.47,1024215.71,1181259.24,2021-02-12T00:00:00.000Z,2021-02-12T00:00:00.000Z,568677,a7abe95972381b249ae5f847a15bfa69,2021-02-12T06:03:25.771Z,5aa2d584cb4f0f7020b1805c
1642,8234,18613563.29,16757185.29,1856378,18874930.28,7480717.08,11332714.43,2021-02-12T00:00:00.000Z,2021-02-12T00:00:00.000Z,1881915,5b7f0278d9f29f5afa0c7f04ee44b5a8,2021-02-12T06:03:25.775Z,5aa2d584cb4f0f7020b1805d
1662,4211,12105107.36,11102170.39,1002936.97,,,,,2021-02-12T00:00:00.000Z,939730,d58bf395641c5b0b83fd13f99ceb2dcb,2021-02-12T06:03:25.793Z,5aa2d584cb4f0f7020b18061
1667,,,,,670103.7,,670103.7,2021-02-12T00:00:00.000Z,,128567,bef2d18c4f6b27f4b82b6d875b809ae2,2021-02-12T03:43:14.936Z,5aa2d584cb4f0f7020b18062
1687,352,1669966.27,1176166.5,493799.77,10437817.83,3032359.16,7388636.85,2021-02-12T00:00:00.000Z,2021-02-12T00:00:00.000Z,1560380,6580643910bff1e3944a5be3ca03731e,2021-02-12T06:03:25.821Z,5aa2d584cb4f0f7020b18066
1712,2130,10969558.71,9226623.3,1742935.41,24196877.31,1820154.23,22347310.22,2021-02-12T00:00:00.000Z,2021-02-12T00:00:00.000Z,991359,3a29bf2f4176df1b43af03f2e650d565,2021-02-12T06:03:25.838Z,5aa2d584cb4f0f7020b1806b
1621,,,,,1982624.05,219740.22,1763057.61,2021-02-12T00:00:00.000Z,,104508,6d17cc98a2c799e50deeabfeb45016bd,2021-02-12T03:43:14.886Z,5aa2d584cb4f0f7020b18059
1647,,,,,3177445.62,124778.3,3045175.82,2021-02-12T00:00:00.000Z,,160630,233801947035e8eb0693ab1cf66f4ccd,2021-02-12T03:43:14.908Z,5aa2d584cb4f0f7020b1805e
1606,252022,618379758.99,523188508.49,95191250.5,369044717.3,228259770.65,137759808.06,2021-02-12T00:00:00.000Z,2021-02-12T00:00:00.000Z,90546358,96eae1cf1812643b2078f0f6b50bbc8e,2021-02-12T06:03:25.751Z,5aa2d584cb4f0f7020b18056
1672,,,,,4290223.59,1187862.31,3152429.25,2021-02-12T00:00:00.000Z,,1340672,8981d9a9414c01863b7880e391ea01c0,2021-02-12T03:43:14.940Z,5aa2d584cb4f0f7020b18063
1697,643,4865458.46,4068758.21,796700.25,,,,,2021-02-12T00:00:00.000Z,1638715,c1e8acdd26d3e26c1ceee57f198d4ade,2021-02-12T06:03:25.828Z,5aa2d584cb4f0f7020b18068
1631,441,1587654.75,964476.46,623178.29,5542439.5,736968.2,4785166.54,2021-02-12T00:00:00.000Z,2021-02-12T00:00:00.000Z,970594,bbdcb86e2158109c863755d15e8f23fe,2021-02-12T06:03:25.768Z,5aa2d584cb4f0f7020b1805b
1722,557,1658875.8,1436946.52,221929.28,,,,,2021-02-12T00:00:00.000Z,159288,432dff303ebb8172c6b63652c9457eb2,2021-02-12T06:03:25.844Z,5aa2d584cb4f0f7020b1806d
1657,,,,,985181.75,116917.34,724333.62,2021-02-12T00:00:00.000Z,,73741,735bf6e613765ac9f3c12a1f666c958f,2021-02-12T03:43:14.916Z,5aa2d584cb4f0f7020b18060
1682,,,,,30374675.17,8487345.37,21269934.67,2021-02-12T00:00:00.000Z,,4507985,63df587be9e56c0a1f457675e8beea47,2021-02-12T03:43:14.947Z,5aa2d584cb4f0f7020b18065
1707,,,,,5918785.05,444131.72,5351905.66,2021-02-12T00:00:00.000Z,,231527,662f3215a332cffcd551934a2fd9a60e,2021-02-12T03:43:14.980Z,5aa2d584cb4f0f7020b1806a
1732,2999,4922508.64,4122801.46,799707.18,,,,,2021-02-12T00:00:00.000Z,802654,67edd7682d0712f4b6f910a5bf8fa3e2,2021-02-12T06:03:25.852Z,5aa2d584cb4f0f7020b1806f
1692,5215,12307474.22,11097850.83,1209623.39,85457156.97,11882512.61,62731744.96,2021-02-12T00:00:00.000Z,2021-02-12T00:00:00.000Z,1680577,f2530ba08e6fb60d0610fbe06144ae33,2021-02-12T06:03:25.825Z,5aa2d584cb4f0f7020b18067
1733,1059,6402583.39,5427021.71,975561.68,55917310.24,8074400.58,45855402.11,2021-02-12T00:00:00.000Z,2021-02-12T00:00:00.000Z,15310499,c6200254ea0917267a62d9d4b7c2e0fa,2021-02-12T06:03:25.853Z,5aa2d584cb4f0f7020b18055
1717,3853,19808888.8,18218886.8,1590002,31229991.27,5020333.38,26018147.42,2021-02-12T00:00:00.000Z,2021-02-12T00:00:00.000Z,4153948,c248a3d60f6927c528b9c22020750209,2021-02-12T06:03:25.841Z,5aa2d584cb4f0f7020b1806c
1626,,,,,38376189.28,212317.97,38102662.32,2021-02-12T00:00:00.000Z,,571436,eb62899ab4d9b1775a1c6ee567b8f8ef,2021-02-12T03:43:14.893Z,5aa2d584cb4f0f7020b1805a
1652,,,,,8321148.68,1153887.8,7059572.88,2021-02-12T00:00:00.000Z,,760524,ed05a7e51cefc47717516f9aa69b9086,2021-02-12T03:43:14.913Z,5aa2d584cb4f0f7020b1805f
1677,,,,,6768439.14,530628.13,6196747.37,2021-02-12T00:00:00.000Z,,237184,d5791113aa7d131418a0878c0ad7730c,2021-02-12T03:43:14.944Z,5aa2d584cb4f0f7020b18064
1702,3415,6932866.4,6347786.57,585079.83,6226611.95,455841.49,5722423.08,2021-02-12T00:00:00.000Z,2021-02-12T00:00:00.000Z,2021318,a0e1ab864c43d9906716b0a20b054024,2021-02-12T06:03:25.831Z,5aa2d584cb4f0f7020b18069
1727,,,,,6273629.81,555114.76,5542234.48,2021-02-12T00:00:00.000Z,,1200284,f0f893fdac33164fc3b7684f5442ec0f,2021-02-12T03:43:14.992Z,5aa2d584cb4f0f7020b1806e
1747,917,4800659.42,3951572.59,849086.83,,,,,2021-02-12T00:00:00.000Z,493658,f501ed4d857ce6a8e1069cb4d0c836d5,2021-02-12T06:03:25.863Z,5aa2d584cb4f0f7020b18072
1742,,,,,1334506.76,191135.32,1126687.79,2021-02-12T00:00:00.000Z,,111712,e09b0e9a34d3d5b2315b627efb0f6cb7,2021-02-12T03:43:15.007Z,5aa2d584cb4f0f7020b18071
1737,,,,,28052065.58,6899645.98,20569367.2,2021-02-12T00:00:00.000Z,,4620556,cfdaa34a3cf45d1adae47593faf83000,2021-02-12T03:43:15.000Z,5aa2d584cb4f0f7020b18070
1745,730,4069837.78,2771174.97,1298662.81,15633642.31,5888668.93,9517511.69,2021-02-12T00:00:00.000Z,2021-02-12T00:00:00.000Z,2847013,1f7e8113878ae8b7a00adb9b222fd32a,2021-02-12T06:03:25.862Z,5aa2d584cb4f0f7020b18074
1767,,,,,3346388.88,15741.08,3267072.98,2021-02-12T00:00:00.000Z,,493091,358bf27a46a9411a1d28326a13ef442a,2021-02-12T03:43:15.024Z,5aa2d584cb4f0f7020b18079
1755,263,1261470.96,1093134.16,168336.8,2984256.53,538799.22,3315278.37,2021-02-12T00:00:00.000Z,2021-02-12T00:00:00.000Z,211419,6cd2ef24c30d4036c7613f4bbc50b098,2021-02-12T06:03:25.869Z,5aa2d584cb4f0f7020b1807e
1751,3200,11670465.18,10030933.28,1639531.9,39745530.51,3673107.95,35711732.95,2021-02-12T00:00:00.000Z,2021-02-12T00:00:00.000Z,7267526,b7ac1643b6b29e804770dc09d28b470a,2021-02-12T06:03:25.866Z,5aa2d584cb4f0f7020b18083
1752,,,,,3020576.08,82107.37,2836362.71,2021-02-12T00:00:00.000Z,,1247,2c89ba1d060b1031a65e3ea1864789f7,2021-02-12T03:43:15.014Z,5aa2d584cb4f0f7020b18076
